"","can_off","can_off_sta","can_par_aff","can_inc_cha_ope_sea","ind_ite_con","ind_uni_con","ind_con","par_com_con","oth_com_con","can_con","tot_con","tra_fro_oth_aut_com","can_loa","oth_loa","tot_loa","oth_rec","ope_exp","tra_to_oth_aut_com","net_con","net_ope_exp","winner"
"1384","H","WY","DEM","OPEN",69201.5,27333.5,96535,2000,10200,7289,116024,0,63900,0,63900,0,158025.16,0,116024,158025.16,"N"
"1385","H","LA","REP","OPEN",213461.17,593032.76,806493.93,0,8200,9875,824568.93,0,0,0,0,0,589272.92,0,823568.93,589272.92,"N"
"1386","S","NV","OTH","OPEN",21660,8197,29907,0,0,1500,31407,0,0,0,0,0,28047,0,31407,28474,"N"
"1387","H","NY","REP","OPEN",406386.79,20253.99,426640.78,0,9625,5387.5,441653.28,0,0,0,0,0,315001.98,0,430809.76,315001.98,"N"
"1388","H","CA","DEM","OPEN",1058152.93,6811,1064963.93,0,663635.83,0,1728599.76,0,0,0,0,1589.17,1653134.19,0,1708844.94,1653134.19,"N"
"1389","H","TN","IND","OPEN",0,0,0,0,0,0,0,0,500,0,500,1.09,271.95,0,0,271.95,"N"
"1390","H","PA","DEM","OPEN",435580.19,213539.32,649119.51,0,171324,0,820443.51,0,0,55000,55000,0,757786.75,0,819043.51,757786.75,"N"
"1391","P","US","REP","OPEN",50,0,50,0,0,585,635,0,0,0,0,0,635,0,0,0,"N"
"1392","S","NV","REP","OPEN",5958509,1114429,7072941,5000,1838249,0,8916190,2245511,0,0,0,2.79,8460854,0,8838121,8444442,"N"
"1393","H","LA","REP","OPEN",399457.6,11331,410788.6,0,3051,0,413839.6,0,4e+05,0,4e+05,0,483653.69,0,413589.6,483653.69,"N"
"1394","H","LA","REP","OPEN",105356.42,4131,109487.42,0,0,8155.74,117643.16,0,33300.13,0,33300.13,0,108198.03,0,117643.16,108198.03,"N"
"1395","P","US","LIB","OPEN",3414403,7343634,10758037.11,239,5000,20,10763296.11,490658.6,0,0,0,0,10323568.52,0,46201481.31,41603083.83,"N"
"1396","H","LA","DEM","OPEN",52017,3465,55482,0,0,0,55482,0,200900,25000,225900,0,258049.92,23000,55482,257799.92,"N"
"1397","H","FL","DEM","OPEN",18543.17,21202.11,39745.28,0,10000,0,49745.28,0,0,0,0,0,50252.33,0,49745.28,50252.33,"N"
"1398","P","US","PFD","OPEN",25930,4339,30269,0,0,0,30269,0,0,0,0,0,28894,0,0,0,"N"
"1399","P","US","IND","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1400","H","FL","REP","OPEN",14050,1357,15407,1000,0,0,16407,0,14804.79,0,14804.79,0,26957.55,0,16407,26917.95,"N"
"1401","H","CA","REP","OPEN",326460.88,56902.47,383363.35,5000,7250,10,395623.35,0,0,0,0,39.24,374838.74,0,395473.35,374832.23,"N"
"1402","S","LA","REP","OPEN",461680,195994,657676,0,37114,3437,698230,0,50000,0,50000,10760,595445.02,0,682672,591039.02,"N"
"1403","S","LA","REP","OPEN",3915,0,3915,0,0,0,3915,0,10600,0,10600,0,10835,0,3915,10835,"N"
"1404","H","NY","REP","OPEN",723472.62,51910.43,775383.05,0,233350,0,1008733.05,10075,0,0,0,0,763485.24,1046.94,1003633.05,758725.65,"N"
"1405","P","US","IND","OPEN",340024,692734,1032757.87,0,0,0,1032757.87,0,0,0,0,0,784176.18,0,1851267.08,1552712.59,"N"
"1406","P","US","UNK","OPEN",3625,3557,7182,0,0,0,7182,0,0,4500,0,0,10943,0,0,0,"N"
"1407","P","US","REP","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1408","H","NY","DEM","OPEN",500658.41,77764.42,578422.83,6153.37,348282.09,7692.16,940550.45,0,540000,0,540000,0,1239874.66,5500,938925.45,1235222.75,"N"
"1409","H","MN","REP","OPEN",15485,27892.83,43377.83,0,2500,5772.55,51650.38,0,1000,0,1000,0,52174.01,0,51650.38,52147.01,"N"
"1410","H","CA","REP","OPEN",2250,296,2546,0,0,0,2546,0,0,0,0,0,2667.52,0,2546,2667.52,"N"
"1411","H","FL","DEM","OPEN",2250,380,2630,0,0,0,2630,0,12500,0,12500,0,13192.06,0,2630,13192.06,"N"
"1412","H","WI","DEM","OPEN",744092.95,320630.47,1064723.42,4997.62,356780.1,0,1426501.14,0,0,0,0,0,1322425.71,0,1419720.58,1253136.36,"N"
"1413","H","CA","DEM","OPEN",203362,44607.9,247969.9,0,22600,0,270569.9,0,0,0,0,4235.91,224755.12,0,261669.9,224755.12,"N"
"1414","H","PR","PPT","OPEN",0,1605,1605,0,0,549.17,2154.17,0,0,0,0,0,1626.15,0,2154.17,1626.15,"N"
"1415","H","MN","IDP","OPEN",1398,1018,2416,0,0,0,2416,0,0,331.44,331.44,0,2247.28,0,2416,2247.28,"N"
"1416","S","LA","REP","OPEN",228185,11831,240016,0,5250,0,245266,0,152500,0,152500,408,377215,0,225666,371390,"N"
"1417","H","FL","DEM","OPEN",684219.99,2708.2,686928.19,0,25000,2077029.44,2788957.63,0,5750000,0,5750000,0,8291437.32,0,2788957.63,8269787.06,"N"
"1418","H","NY","REP","OPEN",197096.79,42466.5,239563.29,0,6000,20,245583.29,4950,0,0,0,157.61,214579.9,634,210483.29,214579.9,"N"
"1419","P","US","PBP","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1420","P","US","UN","OPEN",0,0,0,0,0,1000,1000,0,0,0,0,0,883.1,0,1000,883.1,"N"
"1421","H","LA","REP","OPEN",325831.86,5688,331519.86,0,11700,41321.12,384540.98,0,250000,0,250000,5,624810.8,0,379140.98,621810.8,"N"
"1422","H","LA","REP","OPEN",53290,6470,59760,0,2500,15165,77425,0,74860,0,74860,0,57864.65,0,77425,57864.65,"N"
"1423","H","DE","REP","OPEN",148431,30120.66,178551.66,1250,11731.94,9190.72,200724.32,0,8452.18,0,8452.18,0,168914.05,0,200724.32,168914.05,"N"
"1424","P","US","UN","OPEN",0,50,50,0,0,9090.94,9140.94,0,0,0,0,0,9241.75,0,42552.22,42588.66,"N"
"1425","S","CA","DEM","OPEN",2725595,68524,2794120,0,382886,0,3177007,991114,3e+05,0,3e+05,6372,3194676,0,3119092,3191876,"N"
"1426","P","US","DEM","OPEN",97147449,134684157,231831604.44,0,5621.92,0,231837226.36,1500000,0,0,0,45010.37,226685620.92,0,2096279791.18,1954397343.43,"N"
"1427","H","PA","DEM","OPEN",1674614.41,237872.63,1912487.04,6550.02,500222.36,2950.46,2422209.88,0,40000,0,40000,369.51,2273843.52,0,2414688.34,2268293.52,"N"
"1428","P","US","IND","OPEN",674,20,694,0,0,0,694,0,1000,8900,9900,0,3742.33,0,694,5587.66,"N"
"1429","H","MD","REP","OPEN",30668.35,8309,38977.35,0,0,2000,40977.35,0,0,0,0,0,40925.88,0,40977.35,40925.88,"N"
"1430","H","FL","REP","OPEN",2075,2300.68,4375.68,0,0,0,4375.68,0,44946.07,0,44946.07,0,20810.96,0,4375.68,20810.96,"N"
"1431","H","FL","IND","OPEN",11127.5,3872,14999.5,0,0,1907.66,16907.16,0,8996.37,0,8996.37,0,23341.64,0,15407.16,22701.64,"N"
"1432","H","FL","DEM","OPEN",34144.06,11163.48,45307.54,572.6,0,0,45880.14,0,8066.13,1500,9566.13,220,45867.27,100,45880.14,45867.27,"N"
"1433","P","US","GRE","OPEN",1013641,2002267,3015906.23,0,0,0,3015906.23,0,40000,0,40000,0,3430119.98,22300,12561544.57,13450374.82,"N"
"1434","S","MD","REP","OPEN",980975,343466,1324442,3440,149324,0,1477206,0,0,0,0,0,1210165,0,1461256,1208158,"N"
"1435","H","NV","REP","OPEN",1297940.54,38323.63,1336264.17,10000,262150,30461.72,1638875.89,3915,98661.59,0,98661.59,0,1446643.28,0,1603300.89,1446605.89,"N"
"1436","H","NY","DEM","OPEN",1592361.28,2002133.64,3594494.92,7281.64,291518.66,0,3893295.22,0,0,0,0,0,2393048.9,0,3863998.21,2392048.9,"N"
"1437","H","WA","DEM","OPEN",1393414.87,207137.74,1600552.61,1758.14,28600,6150,1637060.75,0,0,0,0,0,1496466.34,0,1630360.75,1495137.67,"N"
"1438","H","MD","GRE","OPEN",7211.6,2100.51,9312.11,0,300,0,9612.11,0,2323,0,2323,0.09,6895.96,0,9612.11,6895.96,"N"
"1439","H","NY","DEM","OPEN",493826.5,20399.77,514226.27,0,4700,9025,527951.27,0,0,0,0,0,471351.27,0,471351.27,471351.27,"N"
"1440","S","NV","IND","OPEN",767,144,901,0,0,1376,2277,0,0,0,0,0,2261,0,2277,2261,"N"
"1441","H","IN","DEM","OPEN",717742.6,206266.91,924009.51,7500,279814.78,1490.82,1212815.11,0,0,0,0,0,1137371.85,0,1209040.11,1137371.85,"N"
"1442","H","FL","DEM","OPEN",0,340,340,0,0,306.91,646.91,0,0,0,0,0,646.91,0,646.91,646.91,"N"
"1443","H","FL","REP","OPEN",188808.61,22356.21,211164.82,0,24850,42.05,236056.87,0,0,0,0,0,219231.18,0,215156.87,215156.87,"N"
"1444","H","MI","DEM","OPEN",20333.9,15148.02,35481.92,200,0,40580.75,76262.67,0,0,0,0,0,80684.46,0,76262.67,77216.46,"N"
"1445","H","AZ","IND","OPEN",0,0,0,0,0,30000,30000,0,0,0,0,0,25000,0,30000,25000,"N"
"1446","H","AZ","REP","OPEN",248002,11690,259692,0,3000,0,262692,0,250000,0,250000,0.28,501948.7,0,254592,501948.7,"N"
"1447","H","FL","REP","OPEN",408986,9520,418506,0,7000,4878.68,430384.68,0,400500,0,400500,0,817150.36,0,413284.68,813784.68,"N"
"1448","P","US","REP","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1449","P","US","GRE","OPEN",4775,2520,7294.96,0,0,0,7294.96,0,0,0,0,0,5257.54,2037.42,28874.88,6166.54,"N"
"1450","H","MS","REP","OPEN",126171.5,6059.5,132231,0,9000,0,141231,0,385408,0,385408,0,508326.03,0,141231,508199.62,"N"
"1451","H","MI","REP","OPEN",323652.45,20196,343848.45,0,27500,1011.82,372360.27,0,43286.36,0,43286.36,14027.98,419896.44,0,362960.27,419896.44,"N"
"1452","P","US","REP","OPEN",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,"N"
"1453","S","NV","REP","OPEN",135161,10410,145572,0,0,70000,215572,0,0,0,0,0,208825,0,215572,208825,"N"
"1454","H","DE","DEM","OPEN",618986.3,114488.8,733475.1,0,27890,5861.55,767226.65,0,2000,0,2000,1552.34,739641.89,0,739026.65,738637.31,"N"
"1455","P","US","IND","OPEN",8686,7356,16041.57,0,0,992.7,17034.27,0,0,0,0,0,19334.11,0,13280.65,9479,"N"
"1456","H","AZ","REP","OPEN",348070.94,28926.16,376997.1,0,6000,10876,393873.1,0,70000,0,70000,0.34,430989.02,0,364892.48,430989.02,"N"
"1457","H","NY","REP","OPEN",30250,5940,36190,0,0,0,36190,0,0,50,50,0,35690,0,35690,35690,"N"
"1458","P","US","REP","OPEN",31613108,1975945,33589053.88,0,230317.05,545703.65,34365074.58,0,250000,0,250000,97208,34807960.72,0,236335357.91,207828271.23,"N"
"1459","H","VA","DEM","OPEN",25685.6,9.6,25695.2,0,96.05,3600,29391.25,0,0,0,0,0,14387.41,0,29381.65,14387.41,"N"
"1460","H","VA","REP","OPEN",35050,2919,37969,0,2500,0,40469,0,47500,0,47500,0,87191.88,0,40369,87191.88,"N"
"1461","S","CA","OTH","OPEN",0,0,0,0,0,0,0,0,100,40,0,0,140,0,0,0,"N"
"1462","P","US","NNE","OPEN",0,0,0,0,0,0,0,0,140,0,0,0,20,60,0,0,"N"
"1463","P","US","DEM","OPEN",0,535,35,0,0,12790,13325,0,0,0,0,0,4023,0,0,0,"N"
"1464","H","MI","REP","OPEN",328528.41,42582.99,371111.4,5400,90994,0,467505.4,0,53000,0,53000,122.91,499593.87,0,467255.4,499546.12,"N"
"1465","H","FL","DEM","OPEN",486897.74,48265.2,535162.94,0,50526.59,0,585689.53,0,133000,0,133000,0,651616.14,0,536278.12,651616.14,"N"
"1466","S","CA","REP","OPEN",101367,12148,113515,0,3400,0,116915,0,0,2500,2500,344.77,119761,0,116915,119761,"N"
"1467","P","US","REP","OPEN",7964476,468752,8433228.83,0,115738.02,0,8548966.85,0,0,0,0,0,8599419.94,0,60970039.53,57073168.43,"N"
"1468","S","LA","REP","OPEN",0,0,0.6,0.6,0,0.6,0,0,0,0,0.6,0,0,0,0,1980,"N"
"1469","S","CA","REP","OPEN",26100,4805,30905,0,0,0,30905,0,20770,0,20770,35,51621,0,30905,51621,"N"
"1470","H","NY","DEM","OPEN",166354.99,88317.89,254672.88,0,0,1635.6,256308.48,0,58968,0,58968,0,308829.56,0,249858.48,308162.99,"N"
"1471","H","GA","DEM","OPEN",6285.97,1035,7320.97,0,0,9320,16640.97,0,0,0,0,0,4343.94,0,16640.97,4343.94,"N"
"1472","H","FL","DEM","OPEN",23213.63,0,23213.63,0,0,2520.98,25734.61,0,40375,0,40375,0,66041.32,0,25734.61,66041.32,"N"
"1473","H","GA","REP","OPEN",412687.28,63252.77,475940.05,0,51573.99,0,527514.04,0,300,0,300,0,490331.94,0,504112.04,489931.94,"N"
"1474","P","US","REP","OPEN",56616637,35428993,92036123.51,0,101095.14,0,92137218.65,250012.93,0,0,0,443410.42,87216086.77,2852534.97,827930839.87,724308424.2,"N"
"1475","H","IL","DEM","OPEN",110188.07,6443,116631.07,0,23300,0,139931.07,0,0,0,0,1.64,118178.57,8107.12,123031.07,118178.57,"N"
"1476","S","CA","REP","OPEN",291610,155301,446911,0,3000,0,449911,0,20000,0,20000,0,488820,0,431811,488820,"N"
"1477","H","VA","REP","OPEN",84287.92,8350,92637.92,0,5000,0,97637.92,0,0,0,0,0,94526.89,0,94837.92,94526.89,"N"
"1478","S","IN","DEM","OPEN",52925,14432,67357,0,0,5440,72798,0,0,0,0,0,72885,0,72798,72769,"N"
"1479","H","FL","REP","OPEN",74033,10665.03,84698.03,0,3000,0,87698.03,0,395000,0,395000,0,456707.68,0,87398.03,456698.78,"N"
"1480","P","US","IND","OPEN",300,575,875,0,0,0,875,0,5187.93,0,5187.93,0,6062.25,0,875,6062.25,"N"
"1481","H","CA","DEM","OPEN",369684,11866.99,381550.99,0,45850,0,427400.99,0,0,0,0,82.69,390112.64,0,395815.99,390112.64,"N"
"1482","S","MD","DEM","OPEN",2309444,1272003,3581449,0,211051,0,3792502,9000,0,0,0,0,3496638,0,3488065,3474473,"N"
"1483","P","US","OTH","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1484","P","US","IND","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1485","H","MN","REP","OPEN",53950,0,53950,9369.6,0,0,63319.6,0,645.28,0,645.28,37,64841.11,0,63319.6,64841.11,"N"
"1486","H","FL","REP","OPEN",209443.05,6771,216214.05,0,18500,0,234714.05,0,0,0,0,0,205102.65,0,207814.05,205102.65,"N"
"1487","H","NY","N/A","OPEN",3550,630,4180,0,0,0,4180,0,24040,0,24040,0,14082.5,0,4180,14082.5,"N"
"1488","H","NV","REP","OPEN",113127,320790.08,433917.08,0,10000,0,443917.08,0,0,0,0,0,420995.96,0,428117.08,420995.96,"N"
"1489","H","GA","REP","OPEN",700,50,750,0,0,0,750,0,153000,0,153000,0,55005.51,0,750,55005.51,"N"
"1490","H","TN","REP","OPEN",1150,598,1748,0,0,0,1748,230811.25,2795000,0,2795000,0,3015905.42,0,1698,3015905.42,"N"
"1491","H","IL","REP","OPEN",59371.67,88190.32,147561.99,0,26337.36,0,173899.35,0,0,0,0,0,173592.97,0,173899.35,173592.97,"N"
"1492","H","MI","REP","OPEN",54670,16303.97,70973.97,0,13700,0,84673.97,0,35968.24,0,35968.24,0,111294.1,0,84673.97,111294.1,"N"
"1493","H","IL","IND","OPEN",500,371,871,0,0,443,1314,0,0,0,0,515.56,1651.9,0,1314,1651.9,"N"
"1494","H","FL","REP","OPEN",18694.22,7037,25731.22,0,0,2084.12,27815.34,0,0,0,0,0,28160.87,0,27815.34,28160.87,"N"
"1495","H","AZ","DEM","OPEN",3770,4244.71,8014.71,2500,500,600,11614.71,0,0,0,0,0,10346.7,0,11614.71,10346.7,"N"
"1496","H","NY","DEM","OPEN",42842.81,5521.28,48364.09,0,0,5400,53764.09,0,41012.19,0,41012.19,0,63828.31,0,53764.09,63828.31,"N"
"1497","H","TX","REP","OPEN",54225,3715,57940,0,0,0,57940,0,50000,0,50000,0,66208.51,0,57940,65987.33,"N"
"1498","P","US","REP","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1499","P","US","DEM","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1500","H","FL","REP","OPEN",319707.79,29546,349253.79,0,4000,0,353253.79,0,39600,0,39600,0,386429.01,0,350553.79,386429.01,"N"
"1501","H","AZ","REP","OPEN",288221.76,43636.27,331858.03,0,74500,0,406358.03,0,0,0,0,0,356815.97,0,406358.03,356815.97,"N"
"1502","H","TN","REP","OPEN",133022.86,8710,141732.86,0,2000,0,143732.86,0,0,0,0,0,129417.68,0,129232.86,124160.63,"N"
"1503","P","US","REP","OPEN",100,0,100,0,0,0,100,0,0,0,0,0,4.59,0,100,4.59,"N"
"1504","H","WY","DEM","OPEN",7404.27,7341.41,14745.68,0,0,0,14745.68,0,0,0,0,31.79,14829.03,0,14745.68,14829.03,"N"
"1505","H","NY","REP","OPEN",1359602.63,18775.61,1378378.24,0,3295,102006,1483679.24,0,474213,0,474213,2163.29,1774030.48,0,1329547.8,1774030.48,"N"
"1506","S","IN","DEM","OPEN",826345,189716,1016063,6000,360527,0,1382590,0,0,0,0,2976.32,978374,0,1337330,977740,"N"
"1507","H","IN","REP","OPEN",367523.97,34016.46,401540.43,0,122637.62,0,524178.05,0,0,0,0,145.92,501714.02,0,514043.05,501714.02,"N"
"1508","H","MN","REP","OPEN",84293.09,10746,95039.09,0,5000,8500,108539.09,0,742500,0,742500,0,113733.95,0,108539.09,113383.95,"N"
"1509","P","US","REP","OPEN",2399596,1874808,4274403.99,0,33000,20000,4327403.99,0,0,0,0,0,4312905.97,0,47804645.22,45546183.22,"N"
"1510","H","CA","NNE","OPEN",0,0,0,0,0,0,0,0,45010,0,45010,22.01,14327.97,0,0,6788.07,"N"
"1511","H","MD","DEM","OPEN",882143.84,106270.23,988414.07,0,76645.99,0,1065060.06,0,0,0,0,0,1011571.34,0,1014010.06,1011283.86,"N"
"1512","P","US","REP","OPEN",0,0,0,0,0,0,0,0,2000,0,0,0,172,0,0,0,"N"
"1513","H","DE","REP","OPEN",24000,255,24255,0,0,0,24255,0,93,0,93,0,24030,0,24255,24030,"N"
"1514","H","MD","DEM","OPEN",439239.25,77491.49,516730.74,0,15350,0,532080.74,0,0,0,0,0,508631.43,0,512040.74,505301.75,"N"
"1515","H","AZ","REP","OPEN",47959.94,2956,50915.94,0,22500,0,73415.94,0,1905853.74,0,1905853.74,0,1944660.29,0,68015.94,1944660.29,"N"
"1516","H","NY","DEM","OPEN",432328.45,0,432328.45,0,8000,0,440328.45,0,0,0,0,0,440164.98,0,440328.45,440164.98,"N"
"1517","H","NY","DEM","OPEN",438051,12942,450993,0,8500,12250,471743,0,354000,0,354000,219.76,748897.33,0,395893,748774.21,"N"
"1518","P","US","REP","OPEN",14754310,4299306,19053616.27,0,275870.62,0,19329486.89,0,0,0,0,151380.27,18842379.72,0,124661784.16,113462487.02,"N"
"1519","H","FL","REP","OPEN",13400,5433,18833,0,0,9000,27833,0,5600,0,5600,0,29739.37,0,27833,29643.37,"N"
"1520","H","WA","REP","OPEN",71,0,71,0,0,1740,1811,0,0,0,0,0,1800,0,1811,1800,"N"
"1521","H","TN","REP","OPEN",719027.16,27451,746478.16,0,89349,0,835827.16,0,10800,0,10800,0,767278.61,0,764027.16,765278.61,"N"
"1522","H","AZ","REP","OPEN",263030.35,33513.82,296544.17,0,5700,65666.92,367911.09,0,752072.14,0,752072.14,30.97,770569.16,0,284461.09,770412.16,"N"
"1523","H","LA","REP","OPEN",126346.16,3619,129965.16,0,500,0,130465.16,0,450700,0,450700,1250,167549.42,0,118265.16,167549.42,"N"
"1524","H","CA","REP","OPEN",5500,3601,9101,0,0,0,9101,0,210500,0,210500,0,75774.62,0,9101,75031.64,"N"
"1525","H","WY","REP","OPEN",15450,115,15565,0,0,550,16115,0,0,0,0,0,16269.61,0,16115,16269.61,"N"
"1526","H","FL","REP","OPEN",570506.79,37953.02,608459.81,0,46328.65,1,654789.46,0,100,0,100,182.16,573268.27,0,578675.46,571563.95,"N"
"1527","H","WI","REP","OPEN",257057.17,31131,288188.17,15300,19600,0,323088.17,1000,0,0,0,0,185720.2,0,322988.17,185720.2,"N"
"1528","P","US","IND","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33980,"N"
"1529","H","TN","REP","OPEN",43872,8284.68,52156.68,0,1000,0,53156.68,0,0,0,0,41.95,52610.45,0,53156.68,52610.45,"N"
"1530","P","US","IND","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1531","P","US","IND","OPEN",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1532","H","NY","REP","OPEN",50150,2945,53095,0,100,0,53195,0,0,0,0,0,17352.55,0,34495,17352.55,"N"
"1533","H","TN","REP","OPEN",334792.67,26436,361228.67,0,4000,0,365228.67,0,0,0,0,0,347366.23,0,353413.67,346838.08,"N"
"1534","P","US","IND","OPEN",0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,"N"
"1535","S","NV","DEM","OPEN",0,0,0,0,0,0,0,0,25000,0,25000,0,17656,0,0,17656,"N"
"1536","P","US","IND","OPEN",0,1665,720,0,0,0,945,0,0,0,0,0,0,0,0,0,"N"
"1537","H","FL","REP","OPEN",0,0,0,0,0,57100,57100,0,30000,0,30000,0,89798.78,0,57100,89798.78,"N"
"1538","H","MD","REP","OPEN",16450,7474,23924,0,4275,12958,41157,0,0,0,0,55,40160.54,100,41157,40110.57,"N"
"1539","H","NV","REP","OPEN",207592.62,26876,234468.62,0,0,132,234600.62,0,0,0,0,20637.08,253055.38,0,233800.62,253055.38,"N"
"1540","H","MD","DEM","OPEN",1886736.02,156868.95,2043604.97,0,211200,0,2254804.97,4653.17,640000,0,640000,0,2739886.18,0,2132216.88,2738993.74,"N"
"1541","H","TX","REP","OPEN",46451,6713,53164,0,0,0,53164,0,118600,0,118600,17.33,177076.81,0,53164,176407.96,"N"
"1542","P","US","LIB","OPEN",12147,8101,20247.23,0,0,0,20247.23,0,32000,0,32000,0,35816.73,0,46142.01,59502.95,"N"
"1543","H","WI","REP","OPEN",6470.62,3492.06,9962.68,0,0,281.49,10244.17,0,1464,0,1464,0,12975.67,0,10244.17,12975.67,"N"
"1544","P","US","GRE","OPEN",3747,0,3527,0,0,9,3756,0,852,0,0,0,4574,0,0,0,"N"
"1545","P","US","REP","OPEN",0,0,0,0,0,133,133,0,3809.93,0,3809.93,0,1998.77,0,266,5955.29,"N"
"1546","H","MN","REP","OPEN",309770.83,24978.87,334749.7,0,77000,0,411749.7,16695.92,0,0,0,0,372358.47,0,355849.7,369722.7,"N"
"1547","H","FL","REP","OPEN",250,130,380,0,0,0,380,0,7495.97,0,7495.97,0,8576.29,0,380,8576.29,"N"
"1548","H","TN","REP","OPEN",250,130,380,0,0,0,380,0,7495.97,0,7495.97,0,8576.29,0,380,8576.29,"N"
"1549","H","FL","REP","OPEN",7300,3545,10845,0,2500,2500,15845,0,5000,0,5000,0,19440.8,0,15045,19440.8,"N"
"1550","H","FL","REP","OPEN",944574.41,38018.84,982593.25,0,130700,2700,1115993.25,0,5000,0,5000,0,950636.67,0,942693.25,947252.46,"N"
"1551","H","IN","DEM","OPEN",275.99,1623.19,1899.18,0,37.23,407.77,2344.18,0,0,0,0,20,715.83,0,2344.18,715.83,"N"
"1552","H","FL","REP","OPEN",216155,4672,220827,0,5000,0,225827,0,6000,0,6000,0,180207.88,0,174827,180207.88,"N"
"1553","P","US","DEM","OPEN",4049467,524792,4574259.32,0,115002.01,0,4689261.33,0,0,5e+05,5e+05,0,5687915.2,0,50666474.29,57463215.84,"N"
"1554","H","AZ","REP","OPEN",42126.12,5924,48050.12,0,4500,25,52575.12,0,1e+05,0,1e+05,0,152209.84,0,52375.12,151429.15,"N"
"1555","H","GA","REP","OPEN",196184.92,9789,205973.92,0,10700,63873.09,280547.01,0,250000,0,250000,0,524812.17,0,276597.01,524812.17,"N"
"1556","H","TX","DEM","OPEN",177150,3860.98,181010.98,0,5000,0,186010.98,0,288625,0,288625,0,467071.34,0,174860.98,467030.14,"N"
"1557","H","KY","REP","OPEN",389044,19310,408354,4000,11500,0,423854,0,0,0,0,1000,421891.88,0,420654,421593.22,"N"
"1558","H","NY","LIB","OPEN",0,61,57,0,0,75,136,0,0,0,0,0,11,0,136,11,"N"
"1559","P","US","REP","OPEN",483856,26477,510332.35,0,1000,0,511332.35,0,20000,0,20000,0,531430.57,0,1201043.16,978642.03,"N"
"1560","H","MI","REP","OPEN",330677.6,31775,362452.6,0,7700,0,370152.6,0,33500,0,33500,665.91,399510.96,0,369352.6,399510.96,"N"
"1561","S","LA","DEM","OPEN",61950,13057,75007,0,0,0,75007,0,89700,0,89700,0,152310,0,75007,152310,"N"
"1562","P","US","REP","OPEN",1189869,139408,1329276,0,7040.18,0,1336316.18,0,0,0,0,0,1697898.26,0,7343574.43,8857331.09,"N"
"1563","P","US","LIB","OPEN",40204,75097,115300.01,0,0,0,115300.01,0,0,0,0,0,111985.04,2000,616923.26,574419.43,"N"
"1564","H","CA","REP","OPEN",14960,3958,18918,0,0,0,18918,0,0,12000,12000,0,29135.64,0,18918,29094.64,"N"
"1565","H","IN","REP","OPEN",17100,9257.43,26357.43,0,2000,155,28512.43,0,3265.2,0,3265.2,0,31514.68,0,28512.43,31514.68,"N"
"1566","H","NY","REP","OPEN",119775,8005,127780,0,0,4428.03,132208.03,0,20000,0,20000,2.19,144110.22,0,124108.03,144110.22,"N"
"1567","H","NY","DEM","OPEN",143807.51,23366.67,167174.18,0,5500,0,172674.18,0,0,0,0,0,198202.21,0,169074.18,198010.61,"N"
"1568","P","US","REP","OPEN",0,0,0,0,0,1000,1000,0,0,0,0,0,1000,0,0,0,"N"
"1569","H","FL","W","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1570","H","FL","DEM","OPEN",510118.39,156609.95,666728.34,0,106736,325,773789.34,0,5000,0,5000,0,723378.09,0,728960.89,721723.65,"N"
"1571","H","FL","REP","OPEN",102510.64,8591,111101.64,0,12500,2200,125801.64,0,108000,0,108000,0,232216.93,0,125051.64,231478.93,"N"
"1572","H","IL","REP","OPEN",950,275,1225,0,0,5827.98,7052.98,0,0,0,0,0,6871.41,0,7052.98,6871.41,"N"
"1573","H","NV","REP","OPEN",766669.35,11783.65,778453,0,197700,0,976153,0,0,0,0,0,830549.48,0,829085.26,829085.26,"N"
"1574","P","US","LIB","OPEN",10106,0,10106,0,0,12412,22518,0,0,0,0,0,20913,0,0,0,"N"
"1575","P","US","REP","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1576","H","AZ","REP","OPEN",457420,25287.13,482707.13,0,2500,0,485207.13,0,0,0,0,11153.88,479970.32,0,429757.13,478034.32,"N"
"1577","H","PR","DEM","OPEN",176510.73,33452.13,209962.86,0,1000,0,210962.86,0,0,0,0,0,191459.25,0,195039.86,191459.25,"N"
"1578","H","MS","REP","OPEN",25720,5574.5,31294.5,0,1000,75589.76,107884.26,0,0,0,0,0,103916.44,0,107884.26,103867.22,"N"
